posted_speed_limit,weather_condition,lighting_condition,alignment,roadway_surface_cond,num_units,crash_hour,crash_day_of_week,crash_month,sex,age,serious_accident
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,18,4,11,1,46.0,0
30,CLEAR,DAWN,STRAIGHT AND LEVEL,DRY,2,8,5,3,1,41.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,19,7,3,1,36.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,6,3,0,27.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,6,11,0,53.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,1,4,1,63.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,1,9,0,41.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,11,2,8,0,22.0,0
30,CLEAR,DAYLIGHT,STRAIGHT ON GRADE,DRY,1,18,1,4,1,28.0,0
15,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,5,11,0,49.0,0
30,CLOUDY/OVERCAST,UNKNOWN,STRAIGHT AND LEVEL,UNKNOWN,2,13,5,11,1,33.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,5,6,1,26.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,3,9,0,42.0,0
20,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,4,5,0,54.0,0
20,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,UNKNOWN,2,20,2,2,1,36.0,0
30,CLEAR,DUSK,STRAIGHT AND LEVEL,DRY,2,20,1,4,0,65.0,0
30,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,2,6,5,10,1,34.0,0
15,SNOW,DAYLIGHT,STRAIGHT AND LEVEL,ICE,2,8,4,2,0,45.0,1
15,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,4,10,0,47.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,6,3,1,57.0,0
30,RAIN,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,2,17,2,12,1,59.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,1,18,5,5,0,37.0,0
30,UNKNOWN,DUSK,STRAIGHT AND LEVEL,SNOW OR SLUSH,2,17,3,1,1,64.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,18,7,6,0,52.0,0
40,CLEAR,DAYLIGHT,STRAIGHT ON GRADE,DRY,2,7,5,9,1,32.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,UNKNOWN,2,15,3,11,0,68.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,3,8,0,41.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,8,4,5,0,42.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,20,3,12,1,55.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,6,6,0,52.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,17,3,4,0,49.0,0
30,SNOW,DARKNESS,STRAIGHT AND LEVEL,WET,2,16,7,1,1,39.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,6,10,0,41.0,0
10,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,1,21,4,5,1,49.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,3,3,0,49.0,0
0,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,UNKNOWN,2,13,7,8,0,48.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,ICE,2,18,2,1,1,29.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,1,8,1,44.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,5,2,0,37.0,0
30,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL,UNKNOWN,2,18,6,8,0,70.0,0
30,RAIN,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,2,0,7,9,1,37.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,4,10,1,28.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,4,11,1,64.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,6,4,0,23.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,15,2,5,0,33.0,0
30,RAIN,DARKNESS,STRAIGHT AND LEVEL,WET,2,22,4,7,1,58.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,3,1,7,4,1,61.0,0
30,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,2,21,4,4,1,20.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,UNKNOWN,2,19,5,3,1,36.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,6,8,1,73.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,1,23,1,12,0,55.0,0
30,CLEAR,DUSK,STRAIGHT AND LEVEL,DRY,2,19,4,7,1,28.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,5,11,0,67.0,0
30,CLEAR,DUSK,STRAIGHT AND LEVEL,DRY,2,18,7,4,0,40.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,17,4,1,0,26.0,0
25,SNOW,DARKNESS,STRAIGHT AND LEVEL,ICE,1,22,4,11,1,20.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,0,7,7,1,33.0,0
10,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,4,4,1,34.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,6,4,0,26.0,0
30,FREEZING RAIN/DRIZZLE,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,14,7,1,0,23.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,2,11,1,26.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,3,17,5,11,1,44.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,3,6,0,37.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,7,10,1,40.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,6,3,1,17.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,3,11,5,9,1,47.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,16,3,10,0,24.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,7,5,1,21.0,1
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,3,12,0,70.0,0
30,CLOUDY/OVERCAST,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,19,7,6,0,18.0,0
20,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,22,1,6,1,29.0,0
30,SNOW,DAYLIGHT,STRAIGHT AND LEVEL,SNOW OR SLUSH,2,16,5,10,1,63.0,0
30,CLEAR,DAWN,STRAIGHT AND LEVEL,DRY,2,19,2,1,1,36.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,3,1,9,1,46.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,1,2,1,78.0,0
0,CLEAR,DAYLIGHT,STRAIGHT ON GRADE,DRY,2,15,6,6,0,53.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,3,3,1,40.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,14,4,3,1,44.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,7,5,1,56.0,0
30,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,2,3,1,4,0,43.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,2,5,3,2,0,35.0,0
10,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,11,5,11,0,27.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,4,9,0,27.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,2,1,1,23.0,0
40,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,21,5,4,1,32.0,0
25,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL,UNKNOWN,2,2,1,9,1,34.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,2,8,1,33.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,20,4,3,1,59.0,0
30,RAIN,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,3,22,4,10,1,20.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,3,20,6,3,1,36.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,21,7,8,1,20.0,0
25,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,22,3,12,0,35.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,5,4,1,75.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,5,7,1,21.0,0
30,RAIN,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,2,18,6,10,1,20.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,3,8,1,32.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,2,6,0,19.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,4,7,1,56.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,4,9,1,55.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,9,2,9,1,22.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,UNKNOWN,2,15,2,9,0,70.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,UNKNOWN,2,17,1,11,0,27.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,3,10,0,58.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,4,7,0,22.0,0
30,CLOUDY/OVERCAST,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,6,10,1,65.0,0
20,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,6,11,1,35.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,2,7,1,31.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,4,8,4,1,0,19.0,0
30,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,2,0,3,12,1,25.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,1,12,5,2,1,25.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,1,3,7,11,1,47.0,0
15,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,6,10,1,40.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,2,23,7,2,1,30.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,5,13,2,11,1,48.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,5,6,1,43.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,4,15,5,6,0,54.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,1,10,1,41.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,1,18,6,9,1,49.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,3,7,1,43.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,6,6,1,26.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,6,11,1,56.0,0
15,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,2,7,0,53.0,0
30,SNOW,DAYLIGHT,STRAIGHT AND LEVEL,SNOW OR SLUSH,2,15,7,1,1,40.0,0
30,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,2,19,7,2,1,18.0,0
15,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,3,9,0,19.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,14,3,10,1,63.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,11,2,6,1,33.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,15,2,12,0,21.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,7,12,1,44.0,0
30,RAIN,DARKNESS,STRAIGHT AND LEVEL,WET,2,17,2,11,1,68.0,0
30,RAIN,DARKNESS,STRAIGHT AND LEVEL,WET,2,0,1,2,0,45.0,0
30,SNOW,DAYLIGHT,STRAIGHT AND LEVEL,SNOW OR SLUSH,2,15,2,2,0,57.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,5,3,0,32.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,6,11,1,53.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,4,11,1,45.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,1,9,1,69.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,23,3,10,1,39.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,6,5,0,22.0,0
30,SNOW,DAYLIGHT,STRAIGHT AND LEVEL,SNOW OR SLUSH,2,10,6,11,1,54.0,0
30,UNKNOWN,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,4,8,0,22.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,2,9,0,44.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,1,12,1,51.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,22,2,9,1,70.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,2,1,1,19.0,0
15,SNOW,DAYLIGHT,STRAIGHT AND LEVEL,SNOW OR SLUSH,2,12,2,11,1,69.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD","CURVE, LEVEL",DRY,3,2,7,5,1,30.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,UNKNOWN,2,9,3,9,1,45.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,UNKNOWN,2,14,7,3,0,26.0,0
30,CLEAR,DUSK,STRAIGHT AND LEVEL,DRY,2,17,6,12,1,43.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,11,1,6,0,34.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,3,9,1,57.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,6,3,0,63.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,2,7,0,38.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,5,8,0,38.0,0
30,RAIN,DAWN,STRAIGHT AND LEVEL,WET,2,7,7,3,0,34.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,2,6,10,0,27.0,0
20,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,2,7,1,23.0,0
30,CLEAR,DUSK,STRAIGHT AND LEVEL,DRY,2,18,1,10,0,76.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,11,3,8,0,46.0,0
30,CLEAR,DAWN,STRAIGHT AND LEVEL,DRY,2,5,4,6,1,71.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,19,5,6,1,33.0,0
10,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,6,11,0,69.0,0
30,SNOW,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,SNOW OR SLUSH,2,1,7,1,1,37.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,13,7,9,1,22.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,2,12,0,64.0,0
5,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,4,10,0,37.0,0
20,UNKNOWN,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,UNKNOWN,1,5,4,2,1,50.0,0
30,SNOW,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,2,20,1,4,1,28.0,0
10,CLEAR,UNKNOWN,STRAIGHT AND LEVEL,DRY,1,18,7,8,0,54.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,4,5,0,35.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,11,5,5,0,51.0,0
30,CLEAR,DAWN,STRAIGHT AND LEVEL,WET,2,5,6,9,1,26.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,22,6,10,1,42.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,6,7,12,1,59.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,23,4,7,0,28.0,0
35,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,23,1,10,1,48.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,3,1,1,18.0,0
25,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,3,1,3,1,26.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,18,5,10,0,43.0,0
30,UNKNOWN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,13,1,1,0,67.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,UNKNOWN,2,9,4,8,1,24.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,7,10,1,40.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,0,7,4,0,26.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,6,8,1,65.0,0
30,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL,UNKNOWN,2,12,3,2,1,39.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,20,7,3,0,54.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,6,6,0,78.0,0
25,SNOW,DARKNESS,STRAIGHT AND LEVEL,ICE,2,22,7,12,0,17.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,19,4,12,0,31.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,SNOW OR SLUSH,3,2,2,1,1,39.0,0
15,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,ICE,2,6,3,11,1,43.0,0
30,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,2,6,7,1,0,22.0,0
30,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,20,7,10,1,30.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,21,5,9,1,50.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,1,8,0,23.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,1,7,8,1,40.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,2,19,6,1,0,42.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,2,8,0,58.0,0
10,SNOW,DAYLIGHT,STRAIGHT AND LEVEL,SNOW OR SLUSH,2,11,3,1,1,46.0,0
30,RAIN,DAWN,STRAIGHT AND LEVEL,WET,2,18,3,10,0,23.0,0
0,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,7,9,0,33.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,19,7,11,1,27.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,16,1,6,0,61.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,4,5,0,21.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,4,7,1,46.0,0
30,CLOUDY/OVERCAST,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,1,5,1,25.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,7,6,12,1,54.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,6,7,0,50.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,6,5,1,75.0,0
30,RAIN,DARKNESS,STRAIGHT AND LEVEL,WET,2,21,2,3,0,47.0,0
15,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,3,16,5,12,1,27.0,0
15,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,21,4,7,1,51.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,3,12,1,21.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,2,6,1,79.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,5,6,1,29.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,6,9,1,23.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,3,3,1,28.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,6,5,0,62.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,7,7,5,0,36.0,0
30,UNKNOWN,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,2,23,2,10,0,22.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,20,1,9,0,46.0,0
30,CLOUDY/OVERCAST,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,9,6,2,0,37.0,0
30,RAIN,DUSK,STRAIGHT AND LEVEL,WET,2,18,4,11,1,17.0,0
20,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,4,11,1,16.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,19,7,11,1,28.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,ICE,2,11,5,11,1,24.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,5,8,1,70.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,18,1,1,1,32.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,8,5,7,1,70.0,0
30,RAIN,DARKNESS,STRAIGHT AND LEVEL,WET,4,17,2,1,0,50.0,0
30,CLOUDY/OVERCAST,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,1,10,0,68.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,3,3,0,31.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,2,6,0,46.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,3,12,1,32.0,1
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,2,4,0,55.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,14,2,8,1,63.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,6,2,0,54.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,17,3,11,0,39.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,14,1,7,0,21.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,6,2,0,16.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,4,11,0,27.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,11,3,5,1,66.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,4,5,0,29.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,3,10,0,58.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,1,5,1,28.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,3,8,0,23.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,6,5,6,1,22.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,6,2,10,0,29.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,14,5,8,1,23.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,4,7,1,29.0,0
5,CLEAR,DAWN,STRAIGHT AND LEVEL,DRY,2,23,3,9,0,23.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,6,3,1,27.0,0
30,FOG/SMOKE/HAZE,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,11,6,1,1,42.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,7,7,0,29.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,19,2,2,1,66.0,0
30,RAIN,DUSK,STRAIGHT AND LEVEL,WET,2,18,6,4,1,42.0,0
