posted_speed_limit,weather_condition,lighting_condition,alignment,roadway_surface_cond,num_units,crash_hour,crash_day_of_week,crash_month,sex,age,serious_accident
15,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,7,10,1,31.0,0
30,CLEAR,DAWN,STRAIGHT AND LEVEL,DRY,2,6,5,11,1,37.0,0
30,CLEAR,DUSK,STRAIGHT AND LEVEL,DRY,2,18,3,7,0,20.0,0
0,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,ICE,2,8,3,12,1,55.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,21,6,11,1,28.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,8,2,11,0,50.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,2,10,1,36.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,11,1,10,1,44.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,1,5,0,26.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,5,6,0,22.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,6,8,0,40.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,1,1,1,38.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,1,16,5,7,1,64.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,19,3,7,1,40.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,4,5,1,17.0,0
30,CLEAR,DAYLIGHT,STRAIGHT ON GRADE,DRY,2,13,2,12,0,29.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,6,4,1,62.0,0
0,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,2,18,4,12,0,45.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,6,8,1,30.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,13,6,10,0,61.0,0
15,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,1,6,0,38.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,1,8,1,60.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,20,6,8,1,33.0,0
35,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,UNKNOWN,2,1,1,6,1,31.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,6,9,1,23.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,14,7,4,0,36.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,5,10,0,30.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,3,5,1,45.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,6,7,0,28.0,0
30,CLEAR,DUSK,STRAIGHT AND LEVEL,DRY,2,21,4,8,0,26.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,2,6,1,39.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,SNOW OR SLUSH,2,15,2,12,1,59.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,15,2,10,0,55.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,6,5,1,20.0,0
40,UNKNOWN,DAWN,"CURVE, LEVEL",UNKNOWN,1,6,7,11,0,43.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,1,11,1,36.0,0
5,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,6,4,1,36.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,7,2,1,0,24.0,0
15,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,7,9,0,22.0,0
30,SNOW,DARKNESS,STRAIGHT AND LEVEL,SNOW OR SLUSH,2,20,6,1,0,25.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,21,5,1,1,27.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,4,8,1,25.0,0
30,RAIN,DARKNESS,STRAIGHT AND LEVEL,WET,2,17,7,3,1,26.0,0
30,CLEAR,DUSK,STRAIGHT AND LEVEL,DRY,3,17,6,3,1,60.0,1
25,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,9,5,6,0,32.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,1,6,1,69.0,0
0,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,11,6,1,1,46.0,0
30,RAIN,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,2,22,7,4,1,52.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,21,1,9,0,32.0,0
30,RAIN,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,2,18,4,10,0,41.0,0
30,CLEAR,DUSK,STRAIGHT AND LEVEL,DRY,2,17,2,1,1,46.0,0
30,SNOW,DAYLIGHT,STRAIGHT AND LEVEL,SNOW OR SLUSH,1,9,7,1,0,21.0,0
20,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,3,12,0,17.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,2,10,0,60.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,20,5,12,0,16.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,3,9,0,37.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,7,4,0,16.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,11,5,8,1,45.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,2,6,1,30.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,3,2,1,26.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,15,5,8,1,22.0,0
30,CLEAR,DUSK,STRAIGHT AND LEVEL,DRY,2,18,7,9,0,25.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,21,6,5,1,25.0,0
30,SNOW,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,2,4,3,1,0,31.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,2,10,1,39.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,17,5,12,1,37.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,UNKNOWN,2,17,5,3,1,28.0,0
10,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,2,19,7,11,1,22.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,7,6,10,1,53.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,5,5,1,68.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,7,2,7,0,43.0,0
30,SNOW,DAYLIGHT,STRAIGHT AND LEVEL,SNOW OR SLUSH,2,14,4,2,0,57.0,0
30,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL,UNKNOWN,2,10,4,5,1,78.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,4,9,0,40.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,2,8,1,56.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,3,8,1,29.0,0
30,UNKNOWN,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,UNKNOWN,2,19,2,2,1,24.0,0
55,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,2,22,4,3,1,26.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,16,4,11,1,23.0,0
15,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,5,3,0,19.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,19,3,8,0,36.0,1
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,1,7,1,34.0,0
30,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,2,0,1,8,1,37.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,5,12,1,49.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,12,6,6,1,39.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,17,6,12,1,52.0,0
25,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,17,5,1,1,30.0,0
20,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,16,4,12,0,39.0,0
30,RAIN,DARKNESS,STRAIGHT AND LEVEL,WET,2,19,5,3,1,22.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,4,12,1,44.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,18,1,12,1,20.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,SNOW OR SLUSH,2,12,1,12,1,21.0,0
10,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,UNKNOWN,2,16,2,8,0,59.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,7,9,0,27.0,0
35,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,17,6,11,1,30.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,7,12,0,70.0,0
30,CLOUDY/OVERCAST,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,7,10,0,31.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,6,8,0,26.0,0
15,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,22,2,6,1,60.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,1,1,1,1,43.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,ICE,2,20,4,1,1,27.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,7,5,10,1,71.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,1,5,4,12,1,70.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,2,16,5,1,0,34.0,0
30,SLEET/HAIL,DAYLIGHT,STRAIGHT AND LEVEL,ICE,2,7,4,4,1,32.0,0
35,CLEAR,DAYLIGHT,STRAIGHT ON HILLCREST,DRY,2,15,5,2,1,35.0,0
30,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,3,21,5,8,0,61.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,2,7,1,44.0,0
30,CLOUDY/OVERCAST,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,11,4,3,0,31.0,0
40,CLEAR,DUSK,STRAIGHT AND LEVEL,DRY,2,19,3,7,1,44.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,3,8,1,43.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,11,6,2,1,47.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,19,7,6,1,53.0,0
30,SNOW,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,SNOW OR SLUSH,2,23,4,2,1,34.0,0
30,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL,UNKNOWN,2,5,2,12,1,45.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,19,6,7,0,77.0,0
15,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,1,1,2,8,1,30.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,13,6,10,1,25.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,4,12,0,47.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,23,2,7,0,31.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,23,7,8,0,35.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,19,1,5,1,27.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,22,2,8,1,23.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,12,5,10,1,65.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,5,7,0,49.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,4,6,1,40.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,19,3,11,1,66.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,6,5,1,63.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,7,12,0,28.0,0
0,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,1,8,0,37.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,4,3,0,60.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,1,3,1,32.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,16,2,6,1,20.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,1,10,6,4,1,68.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,22,1,6,1,29.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,1,8,1,22.0,0
35,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,21,3,10,1,47.0,0
30,RAIN,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,2,23,6,10,0,39.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,4,8,1,27.0,0
30,CLEAR,DUSK,STRAIGHT AND LEVEL,DRY,2,17,4,10,1,64.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,14,4,4,0,21.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,2,8,1,76.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,7,12,1,26.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,5,3,1,38.0,0
10,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,2,5,1,61.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,23,6,3,1,39.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,3,15,2,1,0,29.0,0
30,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL,UNKNOWN,2,9,6,10,1,47.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,3,4,1,26.0,0
35,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL,UNKNOWN,1,16,4,10,1,32.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,3,8,1,47.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,7,6,1,30.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,2,2,5,0,65.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,0,7,7,0,25.0,0
30,CLEAR,DAYLIGHT,STRAIGHT ON GRADE,DRY,2,19,7,8,1,41.0,0
30,RAIN,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,2,1,7,9,1,50.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,11,7,8,1,67.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,5,10,0,38.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,WET,3,9,2,6,0,43.0,1
45,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,1,3,5,11,1,26.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,17,5,2,0,32.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,3,4,0,28.0,1
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,7,3,11,0,28.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,3,5,1,40.0,0
30,CLEAR,DARKNESS,STRAIGHT AND LEVEL,UNKNOWN,2,17,3,11,1,68.0,0
20,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,3,7,0,20.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,11,4,11,1,37.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,23,5,4,0,50.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,1,8,0,50.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,7,9,1,45.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,5,10,0,28.0,0
30,CLOUDY/OVERCAST,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,7,3,1,20.0,0
30,CLOUDY/OVERCAST,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,6,1,1,61.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,3,7,1,46.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,6,7,1,51.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,7,9,1,29.0,0
20,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,7,7,0,28.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,6,12,1,29.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,2,2,1,47.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,5,11,0,36.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,3,10,0,41.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,7,2,9,0,47.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,7,4,3,1,44.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,UNKNOWN,2,13,1,6,1,24.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,3,3,6,12,0,18.0,0
30,SNOW,DAYLIGHT,STRAIGHT AND LEVEL,SNOW OR SLUSH,3,13,7,11,0,28.0,0
30,SNOW,DAYLIGHT,STRAIGHT AND LEVEL,SNOW OR SLUSH,2,9,4,1,1,28.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,3,4,1,37.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,5,9,0,26.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,5,1,1,32.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,6,8,1,59.0,0
30,CLOUDY/OVERCAST,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,6,5,0,25.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,4,7,0,29.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,1,10,5,11,1,22.0,1
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,14,4,8,0,65.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,6,5,9,1,22.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,20,6,6,1,55.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,23,7,1,0,25.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,4,7,1,1,1,18.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,5,4,1,63.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,6,12,1,40.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,12,2,4,1,33.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,1,1,11,1,23.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,7,2,7,1,49.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,18,5,2,0,70.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,20,3,9,1,44.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,1,9,6,10,0,79.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,4,10,1,78.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,3,6,0,48.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,2,8,1,62.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,5,3,0,27.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,16,3,10,0,29.0,0
30,CLEAR,DARKNESS,STRAIGHT AND LEVEL,DRY,2,17,2,12,1,35.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,17,4,2,0,36.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,3,6,11,0,35.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,17,5,7,1,25.0,0
20,SNOW,DAYLIGHT,STRAIGHT AND LEVEL,SNOW OR SLUSH,2,8,4,2,0,23.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,11,7,9,1,30.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,3,11,1,66.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,22,4,5,1,18.0,0
35,RAIN,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,3,1,1,3,1,42.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,3,9,0,23.0,0
0,UNKNOWN,DAYLIGHT,STRAIGHT AND LEVEL,UNKNOWN,3,19,4,8,1,75.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,UNKNOWN,2,4,1,8,0,24.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,10,7,11,0,34.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,14,5,5,1,53.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,3,8,6,12,0,69.0,1
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,10,5,5,0,23.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,1,6,2,9,0,27.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,2,11,0,35.0,0
30,RAIN,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,17,3,9,1,60.0,0
30,RAIN,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,WET,2,19,7,6,0,37.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,17,7,5,1,50.0,0
35,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,14,6,7,1,35.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,8,5,10,0,43.0,0
25,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,1,9,1,41.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,5,7,0,50.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,19,1,9,1,42.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,3,13,6,12,0,25.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,14,6,6,1,71.0,0
30,CLOUDY/OVERCAST,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,15,7,11,1,36.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,11,3,9,1,29.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,WET,2,9,2,7,1,49.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,3,9,0,22.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,13,4,11,1,19.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,12,3,7,1,52.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,9,2,7,1,59.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,UNKNOWN,2,17,6,3,0,42.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,7,3,5,1,31.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,7,3,6,0,44.0,1
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,3,9,0,19.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,7,5,6,0,70.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,19,4,12,1,25.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,22,6,5,1,25.0,0
30,CLEAR,DAYLIGHT,STRAIGHT AND LEVEL,DRY,2,18,6,8,0,52.0,0
30,CLEAR,"DARKNESS, LIGHTED ROAD",STRAIGHT AND LEVEL,DRY,2,21,6,7,1,50.0,0
